Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend
457,"Customer Support",Freelancer,Intermediate,Australia,"Mobile Banking",59,5161,94.19,50.57,3.73,80,Fixed,25.43,9
458,SEO,Freelancer,Intermediate,Asia,Crypto,133,3131,45.6,73.43,3.44,61,Fixed,53.8,316
459,"Digital Marketing",Upwork,Expert,Europe,PayPal,89,7852,78.54,52.82,4.98,22,Hourly,50.01,391
460,"Data Entry",Fiverr,Intermediate,Australia,Crypto,218,9512,49.69,55.94,3.91,50,Fixed,22.94,47
461,"Web Development",Upwork,Beginner,"Middle East",Crypto,119,7577,33.05,55.88,4.38,16,Fixed,14.17,111
462,"Content Writing",Toptal,Expert,UK,PayPal,297,4918,75.23,82.46,3.28,28,Fixed,52.31,203
463,"Graphic Design",Freelancer,Expert,Australia,"Bank Transfer",53,1579,80.83,87.3,3.97,86,Fixed,63.46,476
464,"Data Entry",PeoplePerHour,Expert,UK,"Mobile Banking",71,1131,24.27,79.17,3.06,70,Hourly,46.64,381
465,"Digital Marketing",Upwork,Intermediate,UK,"Mobile Banking",279,8044,33.99,98.11,4.01,89,Fixed,25.87,156
466,"Customer Support",Toptal,Intermediate,USA,"Bank Transfer",133,3581,52,68.74,4.93,42,Fixed,56.66,342
467,"Web Development",Freelancer,Expert,Asia,PayPal,33,9393,22.72,64.29,3.77,66,Fixed,15.61,25
468,"Customer Support",Fiverr,Intermediate,"Middle East","Mobile Banking",37,9964,93.24,93.43,3.08,71,Fixed,40.93,420
469,"Web Development",Freelancer,Intermediate,UK,"Bank Transfer",123,766,61.18,61.18,3.06,81,Hourly,21.44,479
470,SEO,Fiverr,Expert,Canada,"Bank Transfer",184,6279,16.51,98.16,3.78,35,Hourly,22.91,307
471,"Customer Support",Fiverr,Expert,Asia,"Bank Transfer",155,254,22.48,50.61,3.32,20,Fixed,24.16,165
472,"Data Entry",Upwork,Intermediate,UK,"Mobile Banking",137,6834,95.66,98.49,3.05,2,Fixed,37.07,248
473,"Digital Marketing",Upwork,Expert,Australia,"Mobile Banking",189,4144,75.13,52.16,4.51,7,Fixed,13.58,261
474,"Web Development",Freelancer,Expert,UK,"Mobile Banking",138,5532,74.77,94.56,3.92,49,Fixed,37.85,263
475,"Graphic Design",Toptal,Expert,Australia,"Mobile Banking",181,5790,11.89,76.39,3.58,83,Fixed,45.82,16
476,"Web Development",Freelancer,Expert,Australia,Crypto,26,9574,90.05,99.65,4.8,76,Hourly,43.83,75
477,"Digital Marketing",PeoplePerHour,Intermediate,Canada,"Bank Transfer",245,7269,47.15,53.69,3.23,9,Hourly,36.79,445
478,"Content Writing",Fiverr,Expert,UK,Crypto,81,6204,67.67,77.69,4.91,27,Fixed,68.74,469
479,"Content Writing",Fiverr,Beginner,UK,"Bank Transfer",208,4892,96.17,98.47,3.63,78,Fixed,20.17,253
480,SEO,Upwork,Expert,Europe,"Mobile Banking",8,8153,14.5,76.15,4.78,2,Fixed,45.4,205
481,"Data Entry",Toptal,Beginner,Asia,"Mobile Banking",169,9479,50.82,81.47,4.21,85,Hourly,14.34,33
482,"Digital Marketing",Upwork,Expert,Europe,Crypto,132,2068,9.71,84.79,4.65,68,Fixed,14.98,146
483,SEO,PeoplePerHour,Beginner,USA,PayPal,49,5101,52.46,72.73,4.97,60,Fixed,50.17,325
484,"App Development",Freelancer,Beginner,Australia,"Mobile Banking",222,8759,28.96,81.38,3.58,85,Hourly,49.62,337
485,"Web Development",Freelancer,Expert,Canada,PayPal,239,7885,91.55,79.22,4.92,86,Hourly,71.46,227
486,"App Development",Toptal,Expert,Europe,"Bank Transfer",140,1488,42.86,95.06,3.78,49,Fixed,49.05,117
487,"Web Development",Upwork,Expert,UK,Crypto,172,4136,65.22,52.27,3.77,2,Fixed,77.19,164
488,"Content Writing",Upwork,Beginner,USA,PayPal,241,5177,86.73,64.05,3.68,17,Fixed,13.41,37
489,SEO,PeoplePerHour,Intermediate,Canada,PayPal,97,2102,98.45,97.52,4.08,83,Fixed,16.86,398
490,"Content Writing",Freelancer,Intermediate,"Middle East","Mobile Banking",9,7579,52.86,94.51,3.31,88,Hourly,13.08,357
491,"Graphic Design",Upwork,Expert,UK,PayPal,160,7197,48.3,72.78,4.11,20,Hourly,22.97,295
492,"App Development",Toptal,Intermediate,UK,PayPal,249,4418,12.2,81.01,4.08,76,Fixed,47.89,136
493,"App Development",Freelancer,Intermediate,"Middle East","Bank Transfer",85,4567,6.21,63.87,4.52,89,Hourly,55.19,308
494,"Content Writing",PeoplePerHour,Expert,Australia,Crypto,251,2362,62.84,59.41,4.67,87,Fixed,13.19,245
495,"Graphic Design",Toptal,Beginner,Australia,"Mobile Banking",141,5627,11.22,73.18,3.88,32,Hourly,76.22,197
496,"Web Development",Fiverr,Expert,Europe,"Mobile Banking",67,9023,41.14,67.67,3.6,51,Fixed,68.95,373
497,SEO,PeoplePerHour,Intermediate,Europe,PayPal,120,1294,5.34,79.18,3.52,88,Fixed,30.76,65
498,"Graphic Design",Toptal,Beginner,UK,"Bank Transfer",117,2466,63.45,53.89,3.39,42,Hourly,15.4,79
499,SEO,Upwork,Intermediate,Asia,PayPal,35,6540,45.41,98.72,3.12,63,Hourly,21.89,51
500,"App Development",Fiverr,Beginner,UK,PayPal,11,6218,17.07,99.31,3.68,89,Hourly,18.89,128
501,SEO,PeoplePerHour,Intermediate,Europe,"Mobile Banking",7,9217,33.15,84.91,3.54,61,Hourly,18.63,413
502,"App Development",Upwork,Expert,"Middle East",PayPal,247,5889,59.12,76.8,4.93,62,Hourly,46.3,379
503,"Graphic Design",Fiverr,Intermediate,Europe,PayPal,60,8658,67.39,65.48,4.12,3,Fixed,27.21,367
504,"App Development",Freelancer,Intermediate,UK,"Bank Transfer",77,8456,48.92,90.69,3.69,89,Fixed,35.07,480
505,"Customer Support",Upwork,Beginner,Canada,"Mobile Banking",14,9377,81.38,84.24,4.16,76,Hourly,79.27,0
506,"Data Entry",Toptal,Intermediate,UK,Crypto,65,7147,15.68,58.13,3.28,26,Fixed,57.9,166
507,"App Development",PeoplePerHour,Expert,Canada,"Bank Transfer",54,5059,13.03,95.55,3.89,48,Fixed,76.43,15
508,"Content Writing",Fiverr,Expert,Canada,"Bank Transfer",126,1632,9.2,91.13,4.25,8,Fixed,19.98,144
509,"Graphic Design",Upwork,Expert,UK,"Bank Transfer",179,8974,55.9,97.49,3.98,5,Fixed,36.75,111
510,"Customer Support",Freelancer,Beginner,Asia,"Mobile Banking",5,7926,72.09,86.29,3.8,11,Hourly,48.83,367
511,"Web Development",PeoplePerHour,Beginner,Asia,PayPal,42,2477,17.4,80.67,4.99,42,Fixed,15.37,101
512,SEO,PeoplePerHour,Intermediate,USA,Crypto,194,5771,65.7,70.91,4.76,41,Fixed,10.29,81
513,"Customer Support",Upwork,Intermediate,Europe,"Mobile Banking",83,8473,50.31,96.64,4.25,19,Fixed,56.93,405
514,"Digital Marketing",Freelancer,Intermediate,Asia,PayPal,194,4980,98.8,93.3,4.14,48,Fixed,54.93,469
515,"Customer Support",Fiverr,Beginner,Australia,"Bank Transfer",188,4403,73.16,52.26,4.24,53,Hourly,38.76,98
516,"Graphic Design",Upwork,Beginner,UK,"Mobile Banking",71,7882,67.46,51.32,3.4,55,Fixed,44.28,158
517,"Customer Support",Fiverr,Intermediate,Canada,PayPal,21,5425,59.19,68.82,3.79,61,Fixed,39.08,39
518,"Customer Support",PeoplePerHour,Beginner,UK,Crypto,213,452,99.75,90.53,3.08,32,Fixed,11.68,154
519,"Content Writing",Fiverr,Beginner,Europe,Crypto,45,6617,98.14,99.36,3.95,46,Hourly,33.48,35
520,"App Development",Freelancer,Expert,"Middle East",PayPal,119,4915,56.12,57.52,4.09,36,Hourly,22.4,380
521,SEO,Toptal,Expert,Asia,"Mobile Banking",104,8196,48.24,79.71,3.46,18,Fixed,16.89,246
522,"Data Entry",Freelancer,Intermediate,Asia,"Bank Transfer",143,114,48.9,69.04,4.93,74,Fixed,76.97,3
523,"Web Development",Fiverr,Intermediate,Asia,PayPal,298,2287,45.69,98.5,4.82,18,Hourly,51.96,496
524,"Data Entry",Upwork,Expert,Canada,"Bank Transfer",21,7820,55.48,92.11,4.44,12,Fixed,61.01,373
525,"Customer Support",PeoplePerHour,Beginner,Australia,Crypto,296,9191,30.99,91.92,4.07,72,Hourly,32.08,452
526,"Digital Marketing",Toptal,Intermediate,Australia,PayPal,78,222,93.04,73.43,4.74,46,Fixed,37.52,280
527,"Graphic Design",Upwork,Intermediate,Asia,Crypto,267,7985,51.57,70.74,3.26,55,Fixed,26.58,350
528,SEO,Upwork,Intermediate,Australia,"Bank Transfer",20,2725,84.99,63.67,4.58,38,Hourly,16.79,333
529,"Graphic Design",Freelancer,Beginner,"Middle East","Bank Transfer",18,9492,50.15,52.82,3.25,78,Fixed,22.53,413
530,"Content Writing",Fiverr,Expert,Asia,PayPal,285,4055,73.24,93.24,4.59,2,Fixed,65.83,430
531,"Graphic Design",Freelancer,Intermediate,USA,PayPal,8,6594,37,90.65,3.55,9,Fixed,57.43,248
532,"Web Development",Fiverr,Expert,Canada,PayPal,131,8879,64.36,99.99,4.75,5,Hourly,48.29,11
533,"Digital Marketing",Freelancer,Expert,"Middle East",Crypto,10,998,52.35,99.83,4.89,19,Hourly,43.26,282
534,"Data Entry",Upwork,Beginner,Canada,"Bank Transfer",133,1744,39.88,77.77,3.3,71,Fixed,74.57,428
535,"Customer Support",PeoplePerHour,Beginner,Asia,"Bank Transfer",236,4807,88.75,88.45,3.93,39,Fixed,15.09,215
536,"Customer Support",Fiverr,Beginner,"Middle East",Crypto,199,6332,15.71,97.24,4.96,42,Fixed,29.64,318
537,"Digital Marketing",Toptal,Beginner,Asia,PayPal,69,192,51.26,92.48,3.97,17,Fixed,34.5,310
538,SEO,Toptal,Beginner,"Middle East","Mobile Banking",107,6051,23.47,62.37,4.73,63,Hourly,64.77,413
539,"Graphic Design",Upwork,Beginner,Asia,PayPal,281,6702,86.8,72.53,4.18,46,Hourly,79.48,81
540,SEO,Freelancer,Intermediate,USA,"Mobile Banking",162,4631,29.08,56.46,3.75,20,Hourly,26.85,13
541,"Data Entry",Freelancer,Expert,Canada,"Mobile Banking",228,5137,65.18,97.7,3.57,70,Fixed,71.2,55
542,SEO,Upwork,Beginner,"Middle East",Crypto,293,1510,20.73,80.31,3.41,8,Fixed,68.14,402
543,"Content Writing",Toptal,Intermediate,USA,"Bank Transfer",282,3937,43.47,61.43,4.52,19,Hourly,25.73,341
544,"Digital Marketing",Toptal,Expert,UK,"Bank Transfer",186,8534,90.44,83.59,3.77,32,Fixed,37.95,281
545,"Data Entry",Freelancer,Beginner,Asia,"Bank Transfer",8,9885,20.78,80.91,4.02,19,Fixed,38.68,198
546,"Data Entry",Fiverr,Beginner,Europe,"Bank Transfer",219,887,68,67.91,3.98,24,Hourly,78.48,347
547,"App Development",PeoplePerHour,Intermediate,"Middle East",Crypto,221,9279,24.43,55.68,4.15,24,Fixed,22.66,165
548,"Data Entry",Fiverr,Expert,Australia,"Mobile Banking",213,5896,44.5,83.58,4.73,56,Hourly,65.94,452
549,"App Development",Toptal,Beginner,USA,"Bank Transfer",78,8513,56.36,76.02,4.96,81,Fixed,33.39,291
550,"Web Development",Fiverr,Expert,USA,"Mobile Banking",231,2419,59.84,88.62,3.82,18,Fixed,61.16,145
551,"Customer Support",PeoplePerHour,Intermediate,"Middle East",Crypto,97,9047,62.24,76.01,4.66,12,Fixed,39.4,440
552,"App Development",Fiverr,Beginner,USA,PayPal,69,3224,65.81,92.61,4.53,41,Fixed,50.49,77
553,"Digital Marketing",Fiverr,Expert,UK,Crypto,14,6035,30.82,77.6,4.15,87,Fixed,68.28,111
554,SEO,Fiverr,Intermediate,USA,"Bank Transfer",282,932,43.13,78.05,4.91,48,Hourly,66.29,22
555,"App Development",Fiverr,Intermediate,Europe,PayPal,90,9073,8.55,93.83,3.4,82,Hourly,70.65,374
556,"Data Entry",Upwork,Beginner,Europe,Crypto,30,3221,78.03,70.17,3.22,64,Fixed,14.17,115
557,"Digital Marketing",Toptal,Expert,Asia,Crypto,222,2090,84.52,56.7,4.71,16,Fixed,58.44,141
558,"App Development",PeoplePerHour,Beginner,Asia,"Mobile Banking",99,6782,23.93,51.44,3.88,80,Hourly,19.8,479
559,"App Development",Toptal,Beginner,Australia,Crypto,248,9836,24.14,87.76,4.69,23,Hourly,39.11,196
560,"Data Entry",Upwork,Expert,UK,PayPal,111,6422,8.99,81.02,4.79,86,Fixed,48.4,277
561,"Content Writing",Upwork,Expert,Europe,Crypto,252,9868,97.19,85.2,3.12,39,Hourly,38.19,27
562,"Content Writing",Upwork,Expert,"Middle East","Bank Transfer",18,6035,81.68,60.65,4.77,33,Hourly,46.37,298
563,"App Development",Upwork,Intermediate,Canada,"Mobile Banking",165,7612,39.27,56.82,3.9,24,Hourly,79.76,75
564,"Content Writing",Fiverr,Intermediate,Canada,PayPal,75,5950,50.78,50.73,4.02,61,Fixed,19.47,17
565,"Graphic Design",Toptal,Expert,Canada,PayPal,156,8015,32.74,67.53,4.25,55,Hourly,57.28,99
566,"Data Entry",Freelancer,Intermediate,Asia,Crypto,79,5366,61.74,79.5,4.85,61,Hourly,37.72,478
567,"Graphic Design",PeoplePerHour,Beginner,"Middle East","Bank Transfer",219,8515,73.14,69.61,3.04,84,Hourly,19.31,460
568,"Digital Marketing",Upwork,Expert,USA,"Mobile Banking",55,639,47.5,71.87,3.95,40,Hourly,21.11,467
569,"Graphic Design",Toptal,Beginner,"Middle East",PayPal,147,8824,87.99,95.21,4.38,58,Fixed,76.45,123
570,"Digital Marketing",Upwork,Expert,USA,"Mobile Banking",40,5113,54.12,67.41,4.45,72,Hourly,71.57,364
571,"App Development",Upwork,Beginner,Canada,Crypto,171,3683,18.7,75.7,4.39,74,Hourly,73.49,291
572,"Digital Marketing",Upwork,Expert,Australia,"Bank Transfer",240,2040,64.12,89.18,3.27,1,Hourly,79.41,124
573,"Digital Marketing",Upwork,Beginner,Australia,Crypto,264,6565,48.91,69.83,3.6,85,Fixed,24.58,6
574,SEO,Upwork,Expert,USA,"Mobile Banking",196,1308,93.89,81.1,3.72,25,Fixed,34.88,22
575,"Graphic Design",PeoplePerHour,Expert,Canada,Crypto,206,2916,42.23,93.12,4.61,53,Fixed,56.85,161
576,SEO,Toptal,Intermediate,"Middle East","Mobile Banking",266,3788,43.27,97.48,3.56,61,Hourly,43.87,116
577,"App Development",Upwork,Beginner,Australia,PayPal,189,621,66.82,57.35,3.42,46,Hourly,39.29,369
578,"Data Entry",Upwork,Intermediate,USA,PayPal,162,8786,55.06,96.33,4.91,74,Hourly,35.05,351
579,"Graphic Design",Upwork,Beginner,"Middle East",Crypto,250,4272,40.57,74.61,3.02,60,Fixed,51.56,20
580,"Data Entry",Upwork,Intermediate,Canada,PayPal,114,687,99.03,62.91,5,51,Hourly,50.29,251
581,"Data Entry",Fiverr,Expert,UK,"Mobile Banking",103,8282,33.71,72.96,4.35,73,Hourly,21.3,325
582,"Digital Marketing",Fiverr,Intermediate,Canada,PayPal,245,4932,31.37,99,4.66,84,Fixed,43.02,463
583,"Customer Support",Freelancer,Intermediate,Asia,"Bank Transfer",206,4442,87.12,74.63,3.59,48,Hourly,48.74,482
584,"Graphic Design",Upwork,Expert,Canada,"Bank Transfer",126,9862,5.32,66.44,3.03,84,Hourly,49.92,430
585,"Data Entry",Freelancer,Intermediate,"Middle East",Crypto,121,3722,24.12,81.67,4.48,40,Fixed,24.71,308
586,"Customer Support",PeoplePerHour,Expert,"Middle East",Crypto,100,9541,61.09,62.01,4.67,7,Fixed,61.96,83
587,"Content Writing",Freelancer,Beginner,Europe,Crypto,238,7307,20.43,53.79,4.48,75,Fixed,11.76,361
588,"Data Entry",Toptal,Intermediate,Europe,Crypto,71,4761,98.65,56.44,3.29,85,Fixed,34.84,40
589,"Content Writing",Fiverr,Expert,"Middle East","Mobile Banking",222,5693,49.1,56.4,4.51,19,Fixed,64.61,202
590,"Graphic Design",Fiverr,Expert,"Middle East","Mobile Banking",19,209,61.75,57.6,4.54,15,Hourly,49.47,415
591,"App Development",Upwork,Intermediate,UK,"Bank Transfer",277,9973,20.24,56.94,4.32,70,Fixed,28.28,127
592,SEO,Upwork,Beginner,UK,"Mobile Banking",223,5988,32.49,82.04,4.53,61,Hourly,58.65,141
593,"Graphic Design",PeoplePerHour,Intermediate,Canada,PayPal,278,9974,63.39,59.09,4.69,56,Hourly,49.72,343
594,SEO,PeoplePerHour,Expert,Asia,"Bank Transfer",151,630,57.21,67.28,4.23,10,Fixed,65.74,491
595,SEO,Toptal,Beginner,Australia,Crypto,156,8461,79.51,94.84,3.18,46,Fixed,61.45,102
596,"Graphic Design",Upwork,Intermediate,Asia,Crypto,19,7636,30.58,73.7,3.98,80,Hourly,52.71,106
597,"Data Entry",Upwork,Expert,UK,"Mobile Banking",88,4524,67.09,83.38,3.16,75,Hourly,44.17,478
598,"Web Development",PeoplePerHour,Intermediate,Canada,"Bank Transfer",196,9991,32.64,58.62,3.82,57,Hourly,19.32,16
599,"Data Entry",PeoplePerHour,Beginner,Asia,"Mobile Banking",45,7123,60.74,59.61,3.81,35,Fixed,28.29,24
600,"Data Entry",PeoplePerHour,Beginner,USA,"Mobile Banking",265,9712,62.48,52.04,3.13,72,Hourly,39.34,63
601,"App Development",Fiverr,Beginner,Europe,"Mobile Banking",140,5109,16.57,58.45,3.7,3,Fixed,51.95,456
602,"Digital Marketing",Freelancer,Beginner,Asia,"Bank Transfer",282,4378,57.12,63.93,3.22,66,Hourly,45.96,341
603,"Digital Marketing",Freelancer,Beginner,Australia,Crypto,110,1444,6.13,58.85,4.62,53,Hourly,30.17,374
604,"Data Entry",Upwork,Intermediate,Canada,PayPal,11,971,52.62,54.44,4.9,78,Hourly,10.45,236
605,"Content Writing",Fiverr,Beginner,Asia,Crypto,34,2823,71.26,56.03,3.14,52,Fixed,44.74,175
606,"App Development",PeoplePerHour,Beginner,"Middle East","Bank Transfer",130,4512,11.92,73.04,4.91,53,Fixed,29.99,290
607,SEO,Upwork,Expert,USA,Crypto,83,4626,94.18,60.32,4.05,54,Hourly,61.42,292
608,"Customer Support",Fiverr,Beginner,Europe,Crypto,71,3484,48.58,68.21,3.6,47,Hourly,11.68,310
609,"Digital Marketing",Toptal,Expert,USA,PayPal,27,6783,94.15,75.17,3.15,3,Hourly,50.94,400
610,"Data Entry",Fiverr,Expert,Canada,Crypto,193,9360,15.2,84.52,4,65,Fixed,75.9,155
611,"App Development",Upwork,Expert,UK,Crypto,78,1915,95.24,51.97,4.59,15,Fixed,22.21,384
612,"Web Development",Freelancer,Intermediate,Europe,Crypto,9,774,15.37,89.97,4.41,84,Fixed,43.02,52
613,"Content Writing",PeoplePerHour,Intermediate,USA,"Mobile Banking",86,761,48.84,81.4,3.1,86,Fixed,16.4,72
614,"Graphic Design",Toptal,Expert,UK,"Bank Transfer",29,7760,94.11,54.09,3.15,34,Fixed,53.8,182
615,"Data Entry",Fiverr,Intermediate,Australia,"Bank Transfer",268,5130,27.11,93.68,3.81,50,Hourly,48.54,368
616,"App Development",Upwork,Beginner,Canada,PayPal,6,440,8.3,96.04,3.59,33,Hourly,38.52,188
617,"Data Entry",Upwork,Intermediate,Canada,"Mobile Banking",282,9312,80.35,53.05,3.46,73,Hourly,46.5,12
618,"Customer Support",PeoplePerHour,Beginner,Europe,"Mobile Banking",228,4537,61.61,63.84,3.56,3,Fixed,72.76,46
619,SEO,Upwork,Beginner,USA,Crypto,76,8166,53.82,90.31,4.61,2,Hourly,23.74,447
620,"Content Writing",Upwork,Intermediate,Australia,"Bank Transfer",72,6797,8.26,87.41,4.86,4,Fixed,11.58,159
621,"Digital Marketing",PeoplePerHour,Intermediate,"Middle East",PayPal,98,6116,67.06,59.23,3.81,16,Fixed,70.32,283
622,"Digital Marketing",Toptal,Expert,Europe,"Mobile Banking",23,4544,21.3,60.47,4.81,54,Hourly,50.4,52
623,"Digital Marketing",Freelancer,Intermediate,"Middle East",Crypto,132,3622,93.46,68.52,3.64,33,Hourly,72.35,286
624,"Customer Support",Freelancer,Intermediate,Europe,PayPal,86,7819,70.14,74.23,3.95,9,Fixed,51.79,7
625,"Graphic Design",Fiverr,Intermediate,USA,"Mobile Banking",258,2361,72.17,80.91,3.45,57,Fixed,66.71,71
626,"App Development",Toptal,Beginner,Australia,PayPal,225,6823,27.1,68.45,4.28,40,Hourly,40.08,379
627,"Content Writing",Fiverr,Beginner,USA,"Mobile Banking",101,6955,88.67,73.13,4.96,52,Fixed,62.49,97
628,"Content Writing",Freelancer,Beginner,Canada,PayPal,56,3692,56.08,87.37,4.21,82,Fixed,73.91,86
629,"Digital Marketing",PeoplePerHour,Expert,"Middle East","Mobile Banking",179,6388,86.42,51.83,3.72,16,Fixed,50.05,329
630,"Digital Marketing",Upwork,Expert,UK,"Mobile Banking",186,2659,30.74,62.62,4.3,8,Hourly,22.65,100
631,SEO,Freelancer,Expert,Asia,PayPal,119,9672,76.77,85.67,3.25,87,Fixed,28.82,495
632,"Customer Support",Toptal,Beginner,Canada,"Mobile Banking",5,6290,59.58,94.76,4.78,60,Fixed,23.91,280
633,"Web Development",Freelancer,Intermediate,Canada,"Mobile Banking",67,7856,9.6,75.58,4.01,36,Fixed,27.28,370
634,"Web Development",Toptal,Expert,"Middle East","Mobile Banking",252,807,43.51,76.61,3.9,3,Fixed,31.45,288
635,"Data Entry",Toptal,Expert,Europe,PayPal,235,5136,22.47,55.36,4.17,15,Fixed,48.86,236
636,"Data Entry",Toptal,Beginner,Canada,PayPal,230,6270,39.12,72.37,4.25,82,Fixed,51.16,195
637,"Content Writing",Fiverr,Expert,Asia,"Mobile Banking",23,9981,41.42,76.63,3.14,23,Fixed,39.85,390
638,"Content Writing",PeoplePerHour,Intermediate,Australia,"Mobile Banking",35,5652,50.12,62.12,4.37,3,Hourly,53.08,96
639,"Graphic Design",Freelancer,Beginner,Canada,PayPal,125,9376,62.03,63.46,3.48,30,Hourly,15.71,449
640,"Graphic Design",PeoplePerHour,Beginner,Australia,Crypto,28,6171,59.24,68.86,4.43,45,Hourly,16.15,367
641,"Web Development",Upwork,Intermediate,USA,"Mobile Banking",215,9006,8.7,51,4.65,17,Fixed,22.03,429
642,"Customer Support",Freelancer,Intermediate,Europe,Crypto,165,2775,76.32,66.1,4.61,58,Hourly,46.27,95
643,"Data Entry",PeoplePerHour,Intermediate,Australia,PayPal,259,3418,95.17,60.57,4.11,58,Hourly,24.98,260
644,"Web Development",PeoplePerHour,Expert,Canada,"Mobile Banking",63,3547,38.12,66.37,4.04,57,Fixed,29.83,120
645,"Customer Support",Upwork,Intermediate,Europe,Crypto,118,8224,22.08,55.99,3.29,7,Hourly,38.02,365
646,"Web Development",Toptal,Beginner,Asia,PayPal,164,9914,56.3,94.53,4.55,39,Fixed,66.83,272
647,"Data Entry",Freelancer,Intermediate,Europe,Crypto,224,5692,71.97,79.68,3.54,78,Fixed,10.97,331
648,"App Development",Freelancer,Beginner,Australia,"Bank Transfer",173,8824,69.5,83.96,3.99,58,Fixed,55.46,51
649,"Graphic Design",Upwork,Beginner,Australia,PayPal,16,4816,63.15,89.46,3.57,56,Hourly,56.82,395
650,SEO,Toptal,Expert,UK,"Bank Transfer",246,4683,18.89,74.92,3.27,15,Fixed,65.91,317
651,SEO,Freelancer,Intermediate,UK,PayPal,143,1871,84.5,54.35,4.26,44,Hourly,75.29,162
652,SEO,Freelancer,Expert,Europe,PayPal,101,1235,45.43,76.86,3.11,12,Fixed,11.41,189
653,"Data Entry",Freelancer,Intermediate,"Middle East","Mobile Banking",151,1687,26.04,79.34,4.5,8,Fixed,20.76,276
654,"Digital Marketing",Toptal,Intermediate,"Middle East","Bank Transfer",186,7286,13.2,87.27,3.64,80,Hourly,72.03,84
655,"Digital Marketing",Upwork,Intermediate,UK,"Bank Transfer",61,8430,44.59,71.58,3,41,Fixed,42.1,193
656,"Digital Marketing",Freelancer,Intermediate,Canada,"Bank Transfer",46,1796,63.71,56.38,4.02,34,Hourly,49.52,180
657,"Content Writing",PeoplePerHour,Intermediate,USA,PayPal,203,5847,68.21,64.19,3.09,46,Fixed,56.41,20
658,"Graphic Design",Toptal,Beginner,Europe,"Bank Transfer",35,8139,96.46,68.15,3.55,88,Fixed,57.53,398
659,"Graphic Design",Fiverr,Beginner,USA,"Bank Transfer",184,2670,19.55,82.3,4.41,29,Fixed,75.22,202
660,"App Development",Upwork,Intermediate,UK,"Mobile Banking",6,7647,98.65,78.54,3.13,16,Fixed,79.79,201
661,"App Development",PeoplePerHour,Beginner,Australia,Crypto,292,8052,67.19,67.8,4.68,5,Fixed,60.41,465
662,"Content Writing",Freelancer,Expert,Asia,Crypto,142,6157,48.15,99.33,3.01,5,Fixed,30.11,150
663,"Web Development",Fiverr,Expert,Europe,"Bank Transfer",109,9426,89.38,80.29,3.49,30,Fixed,71.58,383
664,"Customer Support",Upwork,Expert,UK,"Bank Transfer",222,2843,70.98,61.86,4.48,50,Fixed,13.45,158
665,"App Development",Toptal,Intermediate,Canada,"Bank Transfer",226,2550,38.13,55.09,3.63,5,Hourly,26.18,309
666,SEO,Fiverr,Intermediate,Asia,"Bank Transfer",109,8411,88.99,57.64,3.2,13,Hourly,72.82,438
667,"Digital Marketing",Fiverr,Beginner,Europe,Crypto,131,4975,68.33,62.3,3.72,49,Hourly,27.93,25
668,SEO,PeoplePerHour,Beginner,Europe,"Mobile Banking",269,1130,71.39,58.03,3.54,89,Fixed,25.45,308
669,"Digital Marketing",Upwork,Beginner,"Middle East",PayPal,204,9505,90.16,59.33,4.69,50,Hourly,19.67,65
670,SEO,PeoplePerHour,Expert,Australia,"Bank Transfer",256,4914,47.6,64.25,3.63,14,Hourly,70.14,422
671,"Web Development",PeoplePerHour,Expert,Europe,"Bank Transfer",19,4503,67.41,58.67,4.58,46,Fixed,45,262
672,"Customer Support",Freelancer,Expert,Australia,Crypto,230,2298,75.75,94.84,4.78,82,Hourly,57.24,471
673,SEO,Toptal,Expert,UK,"Bank Transfer",109,1375,48.12,54.01,3.87,84,Fixed,26.73,166
674,SEO,Fiverr,Beginner,Canada,"Mobile Banking",237,3923,12.93,76.23,4.82,34,Hourly,63.06,287
675,"Data Entry",Upwork,Intermediate,Asia,"Mobile Banking",223,1738,78.29,70.52,3.75,71,Hourly,63.2,153
676,"Customer Support",Toptal,Intermediate,Asia,"Bank Transfer",281,3035,9.54,99.12,4.93,47,Hourly,31.88,342
677,SEO,Toptal,Expert,Canada,Crypto,265,2126,73.2,55.6,3.18,60,Hourly,38.75,205
678,"Data Entry",Upwork,Intermediate,Europe,"Bank Transfer",194,9771,91.53,69.89,4.37,74,Hourly,24.68,412
679,"Graphic Design",Toptal,Intermediate,Europe,"Bank Transfer",202,1511,37.96,98.47,3.99,79,Fixed,78.36,152
680,"Customer Support",Freelancer,Intermediate,UK,Crypto,281,9644,14.7,93.28,3.78,81,Hourly,55.19,183
681,"Content Writing",Toptal,Expert,"Middle East","Mobile Banking",43,122,27.12,90.85,4.27,11,Fixed,75.42,158
682,"Customer Support",Freelancer,Beginner,"Middle East",PayPal,166,6080,58.42,62.9,4.41,85,Hourly,31.24,193
683,"Customer Support",Fiverr,Beginner,"Middle East","Bank Transfer",125,4661,94.55,58.54,3.01,50,Fixed,64.73,1
684,SEO,Fiverr,Intermediate,Australia,"Mobile Banking",266,2846,53.67,83.43,3.33,4,Hourly,63.61,214
685,"Graphic Design",PeoplePerHour,Beginner,"Middle East","Bank Transfer",220,7767,15.71,96.47,4.43,41,Hourly,58.42,174
